NCI-2009-00324|C3646|Header_Concept|Neoplasm of Uncertain Malignant Potential|C3341|Pre-Cancerous Condition
NCI-2015-02000|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-02226|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-02102|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-02249|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00132|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00184|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00420|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00683|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-01156|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-01202|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00704|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2011-02723|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00494|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-01610|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00813|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00289|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01294|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-01961|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01202|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-00982|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-02089|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00443|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01906|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-01071|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-01177|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-01866|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-01800|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00611|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-00545|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-01118|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01383|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00679|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00684|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00648|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-01307|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01287|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00891|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-01043|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01552|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2012-01694|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00861|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00030|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00355|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2012-00991|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-02192|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01641|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00934|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00007|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-01088|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00420|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-02228|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00577|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01101|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01477|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01947|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00605|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01531|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01948|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00859|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01525|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-01754|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2012-01071|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-02272|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-00121|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2012-00699|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01859|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-00806|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01763|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-01152|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2012-00695|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01111|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01655|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-01077|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00455|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-02040|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2012-02062|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-01484|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-01177|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00436|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00751|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-00190|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00318|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00047|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01345|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-00688|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00164|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-00116|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-01228|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01217|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01206|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01971|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-01037|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2011-01282|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01209|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-02045|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01251|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2012-01704|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-01501|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00309|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00657|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00512|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01160|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-01497|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-00641|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2011-02515|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01622|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-01811|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-01960|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-00200|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01981|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01860|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-00876|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-00557|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00786|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-02144|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-02091|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-02289|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2011-01172|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2011-02631|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-02649|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2012-01221|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-02325|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00301|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01170|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-02051|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01283|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00196|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00197|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-01763|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-00525|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-02191|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-00516|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2012-00690|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00469|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00275|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-00161|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-02609|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-02278|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01650|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-01347|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00347|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2012-01933|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01864|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00490|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-02151|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-02025|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-01499|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00292|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00702|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01373|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00987|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-00272|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-01218|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01866|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-02227|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00521|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01496|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-01520|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2012-01794|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00595|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01011|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-01867|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00540|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-01604|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2010-00357|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-02356|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-02081|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00627|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2011-00920|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00042|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-02150|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-01058|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-01565|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01328|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00138|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00048|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-01280|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00948|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00982|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01584|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-01101|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2012-01218|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-01772|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-01600|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00673|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-01564|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00601|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00410|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-02103|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-01056|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-00930|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-02103|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-01536|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01833|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-01471|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-02180|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-01338|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01788|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01004|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2012-01213|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2011-01151|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-02667|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2012-01908|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2017-00641|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2015-00577|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2012-00694|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2009-01430|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2016-01179|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2011-02676|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2011-01334|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2015-00408|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2015-00669|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-01196|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-01941|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2015-00884|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2016-01189|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2011-03387|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2015-01698|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2015-00881|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-01119|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-01477|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2011-03353|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2009-01571|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2009-01286|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-02456|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2015-01439|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2010-00836|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2012-00799|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-00223|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-01388|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-01767|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-01420|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2017-00200|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2016-00520|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2012-02222|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-02213|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-02043|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-02617|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-01267|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-00723|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-00851|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2015-02070|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-00418|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-01334|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-01934|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2011-01166|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-00225|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-01567|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-00075|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-00804|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-00858|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-00857|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-01685|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-01473|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-00659|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-01712|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-01789|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-01305|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-02260|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2012-00129|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2015-00312|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2015-00308|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2015-01145|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2015-01615|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2010-00263|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2015-01805|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2015-01848|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2010-02009|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2016-00086|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2011-02448|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2016-00615|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2016-00913|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2012-01244|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2016-01162|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2016-01313|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2016-01399|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2016-01751|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2017-00011|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2017-00280|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2012-02872|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-01986|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-00237|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-00662|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2010-01619|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-01367|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2012-01942|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2012-01142|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2016-01277|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2012-00816|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-00877|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2016-01384|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2016-00074|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2012-00833|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2015-00135|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-02068|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-02128|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2011-01165|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-00509|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2011-03479|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-02505|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2015-01469|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2016-00655|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2016-00051|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2017-00078|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2012-00777|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-01387|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
